,m_gene,u_uniprot_acc,u_reviewed,u_pdb
668,Rv2192c,P9WFX5,True,1ZVW
669,Rv2192c,P9WFX5,True,4N8Q
670,Rv2192c,P9WFX5,True,3TWP
671,Rv2192c,P9WFX5,True,3QQS
672,Rv2192c,P9WFX5,True,2BPQ
673,Rv2192c,P9WFX5,True,4N5V
674,Rv2192c,P9WFX5,True,3QR9
675,Rv2192c,P9WFX5,True,3QSA
676,Rv2192c,P9WFX5,True,4X5D
677,Rv2192c,P9WFX5,True,3R88
678,Rv3758c,O69724,False,
679,Rv1380,P9WIT7,True,
680,Rv2962c,P9WN09,True,
681,Rv2832c,I6X5H3,False,
682,Rv1373,P9WGB9,True,
683,Rv0896,P9WPD5,True,4TVM
684,Rv0266c,P95223,False,
685,Rv0727c,P95075,False,
686,Rv2289,P9WPG9,True,
687,Rv2427c,P9WHV1,True,
688,Rv2281,P9WIA5,True,
689,Rv3455c,P9WHP9,True,
690,Rv2552c,I6Y120,False,4P4L
691,Rv2552c,I6Y120,False,4P4N
692,Rv2552c,I6Y120,False,4P4G
693,Rv3042c,O53289,False,
694,Rv3285,P96890,False,
695,Rv0437c,P9WHQ5,True,
696,Rv3281,P96886,False,
697,Rv3280,P9WQH7,True,2A7S
698,Rv3280,P9WQH7,True,2BZR
699,Rv3283,P9WHF7,True,3HZU
700,Rv2483c,I6YDI9,False,
701,Rv0070c,P9WGI7,True,
702,Rv0382c,P9WHK9,True,
703,Rv2573,P9WIL1,True,4OL9
704,Rv0155,P96832,False,
705,Rv0156,P96833,False,
706,Rv0157,P96834,False,
707,Rv0098,P9WM67,True,2PFC
708,Rv0098,P9WM67,True,3B18
709,Rv0620,P9WN63,True,
710,Rv2753c,P9WP25,True,3L21
711,Rv2753c,P9WP25,True,1XXX
712,Rv0091,P9WJM3,True,
713,Rv3313c,P63907,True,
714,Rv3154,P95172,False,
715,Rv3236c,L7N665,False,
716,Rv2590,Q50631,False,
717,Rv2458,O53185,False,
718,Rv2697c,P9WNS5,True,1SMC
719,Rv2697c,P9WNS5,True,1SIX
720,Rv2697c,P9WNS5,True,1SLH
721,Rv2697c,P9WNS5,True,2PY4
722,Rv2697c,P9WNS5,True,4GCY
723,Rv2697c,P9WNS5,True,3I93
724,Rv2697c,P9WNS5,True,3H6D
725,Rv2697c,P9WNS5,True,1SNF
726,Rv2697c,P9WNS5,True,1MQ7
727,Rv2697c,P9WNS5,True,1SJN
728,Rv2697c,P9WNS5,True,3LOJ
729,Rv2697c,P9WNS5,True,1SM8
730,Rv2697c,P9WNS5,True,3HZA
731,Rv1483,P9WGT3,True,1UZL
732,Rv1483,P9WGT3,True,1UZM
733,Rv1483,P9WGT3,True,1UZN
734,Rv1483,P9WGT3,True,2NTN
735,Rv1086,P9WFF5,True,2VG1
736,Rv1086,P9WFF5,True,2VFW
737,Rv1086,P9WFF5,True,2VG0
738,Rv1485,P9WNE3,True,
739,Rv0069c,P9WGT5,True,
740,Rv0373c,O53708,False,
741,Rv1017c,P9WKE3,True,
742,Rv3423c,P9WQA9,True,1XFC
743,Rv1712,P9WPA9,True,
744,Rv1714,P9WGQ3,True,
745,Rv1658,P9WPW7,True,
746,Rv1659,P9WPY7,True,
747,Rv1652,P9WPZ9,True,2I3G
748,Rv1652,P9WPZ9,True,2NQT
749,Rv1652,P9WPZ9,True,2I3A
750,Rv2380c,I6Y0L1,False,
751,Rv1654,P9WQ01,True,2AP9
752,Rv2153c,P9WJK9,True,
753,Rv1656,P9WIT9,True,2I6U
754,Rv1656,P9WIT9,True,2P2G
755,Rv3379c,O50408,False,
756,Rv3628,P9WI55,True,2UXS
757,Rv3628,P9WI55,True,1WCF
758,Rv3628,P9WI55,True,4Z73
759,Rv3628,P9WI55,True,4Z72
760,Rv3628,P9WI55,True,1SXV
761,Rv3628,P9WI55,True,4Z70
762,Rv3628,P9WI55,True,4Z71
763,Rv3628,P9WI55,True,4Z74
764,Rv0642c,Q79FX8,True,3HA3
765,Rv0642c,Q79FX8,True,2FK7
766,Rv0642c,Q79FX8,True,2FK8
767,Rv0642c,Q79FX8,True,3HA7
768,Rv0642c,Q79FX8,True,3HA5
769,Rv0143c,P96820,False,
770,Rv3275c,P9WHM1,True,3LP6
771,Rv1131,I6Y9Q3,True,3HWK
772,Rv0032,P9WQ85,True,
773,Rv0843,I6XWE5,False,
774,Rv1745c,P9WKK5,True,
775,Rv1538c,P9WPX5,True,
776,Rv3264c,L7N6A5,False,
777,Rv3276c,P9WHL9,True,
778,Rv0848,Q79FV4,True,
779,Rv3468c,Q6MWX3,False,
780,Rv1436,P9WN83,True,
781,Rv1437,P9WID1,True,
782,Rv0536,L7N670,False,
783,Rv0432,P9WGE9,True,1PZS
784,Rv1438,P9WG43,True,3TA6
785,Rv1438,P9WG43,True,3TAO
786,Rv1438,P9WG43,True,3GVG
787,Rv2445c,P9WJH7,True,4ANC
788,Rv2445c,P9WJH7,True,4ANE
789,Rv2445c,P9WJH7,True,4AND
790,Rv2445c,P9WJH7,True,1K44
791,Rv2388c,P9WP73,True,
792,Rv3279c,I6YFP0,False,4OP0
793,Rv3279c,I6YFP0,False,4XTX
794,Rv3279c,I6YFP0,False,4XTY
795,Rv3279c,I6YFP0,False,4XTZ
796,Rv3279c,I6YFP0,False,4XTV
797,Rv3279c,I6YFP0,False,4XTW
798,Rv3279c,I6YFP0,False,4XU3
799,Rv3279c,I6YFP0,False,4XU2
800,Rv3279c,I6YFP0,False,4XU1
801,Rv3279c,I6YFP0,False,4XU0
802,Rv3068c,I6Y2G3,False,
803,Rv1001,P9WQ05,True,
804,Rv1348,P9WQJ9,True,
805,Rv3581c,P9WKG5,True,
806,Rv3713,I6XI14,False,
807,Rv3710,P9WQB3,True,3U6W
808,Rv3710,P9WQB3,True,1SR9
809,Rv3710,P9WQB3,True,3HQ1
810,Rv3710,P9WQB3,True,3HPX
811,Rv3710,P9WQB3,True,3HPZ
812,Rv3710,P9WQB3,True,3HPS
813,Rv3710,P9WQB3,True,3FIG
814,Rv3490,P9WN11,True,
815,Rv0533c,P9WNG3,True,2AHB
816,Rv0533c,P9WNG3,True,2QO1
817,Rv0533c,P9WNG3,True,1M1M
818,Rv0533c,P9WNG3,True,2QNY
819,Rv0533c,P9WNG3,True,1U6E
820,Rv0533c,P9WNG3,True,2QNX
821,Rv0533c,P9WNG3,True,2AJ9
822,Rv0533c,P9WNG3,True,2QX1
823,Rv0533c,P9WNG3,True,1HZP
824,Rv0533c,P9WNG3,True,2QO0
825,Rv0533c,P9WNG3,True,1U6S
826,Rv0533c,P9WNG3,True,2QNZ
827,Rv0694,P9WND7,True,
828,Rv2958c,P9WFR1,True,
829,Rv2070c,P9WP89,True,
830,Rv1878,O07752,False,
831,Rv0322,O07248,False,
832,Rv0321,P9WP17,True,2QXX
833,Rv0321,P9WP17,True,4A6A
834,Rv0321,P9WP17,True,2QLP
835,Rv2859c,O33341,True,
836,Rv2610c,P9WMZ5,True,
837,Rv0993,O05576,False,
838,Rv3601c,P9WIL3,True,2C45
839,Rv0103c,P9WPT9,True,
840,Rv0773c,I6X9S5,False,
841,Rv2501c,P9WPQ3,True,
842,Rv2075c,P9WLL5,True,
843,Rv2539c,P9WPY3,True,2DFT
844,Rv2539c,P9WPY3,True,1U8A
845,Rv2539c,P9WPY3,True,3BAF
846,Rv2539c,P9WPY3,True,1L4Y
847,Rv2539c,P9WPY3,True,2G1J
848,Rv2539c,P9WPY3,True,2G1K
849,Rv2539c,P9WPY3,True,1L4U
850,Rv2539c,P9WPY3,True,1WE2
851,Rv2539c,P9WPY3,True,2IYR
852,Rv2539c,P9WPY3,True,2IYX
853,Rv2539c,P9WPY3,True,2IYY
854,Rv2539c,P9WPY3,True,2IYZ
855,Rv2539c,P9WPY3,True,4BQS
856,Rv2539c,P9WPY3,True,1ZYU
857,Rv2539c,P9WPY3,True,2IYQ
858,Rv2539c,P9WPY3,True,2DFN
859,Rv2539c,P9WPY3,True,2IYS
860,Rv2539c,P9WPY3,True,2IYT
861,Rv2539c,P9WPY3,True,2IYU
862,Rv2539c,P9WPY3,True,2IYV
863,Rv2539c,P9WPY3,True,2IYW
864,Rv3290c,P9WQ77,True,2CIN
865,Rv3290c,P9WQ77,True,2CJH
866,Rv3290c,P9WQ77,True,2JJH
867,Rv3290c,P9WQ77,True,2JJF
868,Rv3290c,P9WQ77,True,2JJG
869,Rv3290c,P9WQ77,True,2JJE
870,Rv3290c,P9WQ77,True,2CJG
871,Rv3290c,P9WQ77,True,2CJD
872,Rv2392,P9WIK3,True,
873,Rv2205c,P9WMT7,True,
874,Rv3858c,P9WN19,True,
875,Rv0889c,P9WPD3,True,
876,Rv2988c,P9WQF5,True,
877,Rv0794c,I6Y4U4,False,
878,Rv2996c,P9WNX3,True,3DC2
879,Rv2996c,P9WNX3,True,3DDN
880,Rv2996c,P9WNX3,True,1YGY
881,Rv1916,O07717,True,
882,Rv1915,O07718,True,
883,Rv1385,P9WIU3,True,
884,Rv2332,P9WK25,True,
885,Rv0728c,I6WZ71,False,
886,Rv3809c,P9WIQ1,True,4RPJ
887,Rv3809c,P9WIQ1,True,4RPK
888,Rv3809c,P9WIQ1,True,4RPH
889,Rv3809c,P9WIQ1,True,4RPL
890,Rv3809c,P9WIQ1,True,4RPG
891,Rv3809c,P9WIQ1,True,1V0J
892,Rv2334,P9WP55,True,3ZEI
893,Rv2334,P9WP55,True,2Q3D
894,Rv2334,P9WP55,True,2Q3B
895,Rv2334,P9WP55,True,2Q3C
896,Rv2335,P95231,True,
897,Rv1185c,P9WQ49,True,
898,Rv2540c,P9WPY1,True,1ZTB
899,Rv2540c,P9WPY1,True,2G85
900,Rv2540c,P9WPY1,True,2QHF
901,Rv2540c,P9WPY1,True,2O12
902,Rv2540c,P9WPY1,True,2O11
903,Rv2540c,P9WPY1,True,4BAI
904,Rv2540c,P9WPY1,True,4BAJ
905,Rv3815c,O07808,False,
906,Rv2981c,P9WP31,True,3LWB
907,Rv3340,O53390,False,
908,Rv0211,P9WIH3,True,
909,Rv1248c,P9WIS5,True,
910,Rv2940c,I6Y231,False,
911,Rv0066c,O53611,False,
912,Rv0191,P9WJX7,True,
913,Rv2157c,P9WJL1,True,
914,Rv2920c,P9WQ65,True,
915,Rv1099c,P9WN21,True,
916,Rv2051c,O53493,True,
917,Rv2523c,P9WQD3,True,3HQJ
918,Rv2523c,P9WQD3,True,3H7Q
919,Rv2523c,P9WQD3,True,4HC6
920,Rv2523c,P9WQD3,True,3NE1
921,Rv2523c,P9WQD3,True,3NE3
922,Rv3273,P96878,False,
923,Rv2471,O53198,False,
924,Rv2497c,P9WIS3,True,
925,Rv1618,O06135,False,
926,Rv2900c,P9WJP9,True,
927,Rv1617,P9WKE5,True,
928,Rv1611,P9WFX7,True,3T55
929,Rv1611,P9WFX7,True,3T44
930,Rv1611,P9WFX7,True,3T78
931,Rv1611,P9WFX7,True,3T40
932,Rv1611,P9WFX7,True,3QJA
933,Rv1611,P9WFX7,True,4FB7
934,Rv1612,P9WFX9,True,2O2E
935,Rv1612,P9WFX9,True,2O2J
936,Rv1613,P9WFY1,True,
937,Rv0375c,I6Y7N2,False,
938,Rv2246,P9WQD7,True,2GP6
939,Rv2247,P9WQH5,True,4L6W
940,Rv2245,P9WQD9,True,2WGD
941,Rv2245,P9WQD9,True,2WGE
942,Rv2245,P9WQD9,True,2WGF
943,Rv2245,P9WQD9,True,2WGG
944,Rv2243,P9WNG5,True,2QJ3
945,Rv2243,P9WNG5,True,2QC3
946,Rv2241,P9WIS9,True,
947,Rv2467,L7N655,False,
948,Rv1625c,P9WQ35,True,4P2F
949,Rv1625c,P9WQ35,True,1YK9
950,Rv1625c,P9WQ35,True,4P2M
951,Rv1625c,P9WQ35,True,4P2X
952,Rv0534c,P9WIP3,True,
953,Rv1445c,P9WQP5,True,3ICO
954,Rv1837c,P9WK17,True,3SB0
955,Rv1837c,P9WK17,True,3SAZ
956,Rv1837c,P9WK17,True,3S9Z
957,Rv1837c,P9WK17,True,2GQ3
958,Rv1837c,P9WK17,True,3S9I
959,Rv1837c,P9WK17,True,3SAD
960,Rv2361c,P9WFF7,True,4ONC
961,Rv2361c,P9WFF7,True,2VG2
962,Rv2361c,P9WFF7,True,2VG3
963,Rv2361c,P9WFF7,True,2VG4
964,Rv2702,P9WIN1,True,
965,Rv2320c,P71892,False,
966,Rv3319,O53371,False,
967,Rv3318,O53370,False,
968,Rv0974c,O86318,False,
969,Rv1023,P9WNL1,True,
970,Rv3310,O53361,False,
971,Rv3317,O53369,False,
972,Rv3316,O53368,True,
973,Rv1755c,P9WIA9,True,
974,Rv1323,P9WG69,True,
975,Rv0973c,P71538,False,
976,Rv2329c,P71883,False,
977,Rv1406,P9WND3,True,
978,Rv2066,P9WGB3,True,
979,Rv1475c,O53166,True,
980,Rv2064,Q10675,False,
981,Rv2065,P9WP87,True,
982,Rv0499,P9WKT9,True,
983,Rv1264,P9WMU9,True,2EV1
984,Rv1264,P9WMU9,True,1Y11
985,Rv1264,P9WMU9,True,1Y10
986,Rv1264,P9WMU9,True,2EV3
987,Rv1264,P9WMU9,True,2EV2
988,Rv1264,P9WMU9,True,2EV4
989,Rv0107c,P9WPS5,True,
990,Rv3754,O69721,True,
991,Rv1029,P9WKF3,True,
992,Rv0819,P9WJM7,True,2C27
993,Rv0819,P9WJM7,True,1OZP
994,Rv0819,P9WJM7,True,1P0H
995,Rv0408,P9WHP1,True,
996,Rv0409,P9WQH1,True,
997,Rv1902c,O07730,False,
998,Rv2992c,P9WFV9,True,2JA2
999,Rv2992c,P9WFV9,True,3PNY
1000,Rv2992c,P9WFV9,True,3PNV
1001,Rv0812,Q79FW0,False,
1002,Rv2249c,P9WN81,True,
1003,Rv1464,P9WQ69,True,
1004,Rv1315,P9WJM1,True,
1005,Rv1704c,O33203,False,
1006,Rv1310,P9WPU5,True,
1007,Rv0346c,P9WQM7,True,
1008,Rv2934,P9WQE3,True,
1009,Rv2935,P9WQE1,True,
1010,Rv0389,P95197,False,
1011,Rv2931,P9WQE7,True,
1012,Rv3634c,P9WN67,True,
1013,Rv2029c,P9WID3,True,
1014,Rv3441c,P9WN41,True,
1015,Rv1826,P9WN55,True,3HGB
1016,Rv1826,P9WN55,True,3IFT
1017,Rv2726c,P9WP19,True,3FVE
1018,Rv1822,P9WPG5,True,
1019,Rv1820,P9WG39,True,
1020,Rv1320c,P9WQ29,True,
1021,Rv1389,P9WKE9,True,1ZNZ
1022,Rv1389,P9WKE9,True,1ZNY
1023,Rv1389,P9WKE9,True,1ZNX
1024,Rv1389,P9WKE9,True,1S4Q
1025,Rv1389,P9WKE9,True,1Z8F
1026,Rv1389,P9WKE9,True,1ZNW
1027,Rv1905c,P9WP27,True,
1028,Rv2397c,P9WQM1,True,
1029,Rv1383,P9WPK5,True,
1030,Rv1885c,P9WIB9,True,2AO2
1031,Rv1885c,P9WIB9,True,2F6L
1032,Rv1885c,P9WIB9,True,2FP1
1033,Rv1885c,P9WIB9,True,2FP2
1034,Rv1381,P9WHL3,True,
1035,Rv2130c,P9WJM9,True,
1036,Rv1347c,P9WK15,True,1YK3
1037,Rv2291,P9WHF5,True,
1038,Rv3806c,P9WFR5,True,
1039,Rv3842c,P9WMU3,True,
1040,Rv0414c,P9WG75,True,3O63
1041,Rv2849c,I6Y1V6,False,
1042,Rv2193,P9WP67,True,
1043,Rv2454c,O53181,True,
1044,Rv2196,P9WP37,True,
1045,Rv2194,P9WP35,True,
1046,Rv2195,P9WH23,True,
1047,Rv1163,O06561,False,
1048,Rv2201,P9WN33,True,
1049,Rv2207,P9WP85,True,
1050,Rv2208,P9WP91,True,
1051,Rv0147,P96824,False,
1052,Rv2363,P9WQ99,True,
1053,Rv3509c,O53554,True,
1054,Rv2764c,P9WFR9,True,4FOG
1055,Rv2764c,P9WFR9,True,4FQS
1056,Rv2764c,P9WFR9,True,3QJ7
1057,Rv2764c,P9WFR9,True,4FOA
1058,Rv2764c,P9WFR9,True,4FOX
1059,Rv3913,P9WHH1,True,2A87
1060,Rv1449c,P9WG25,True,3RIM
1061,Rv2858c,O33340,False,
1062,Rv2589,P9WQ79,True,
1063,Rv3535c,P9WQH3,True,4JN6
1064,Rv1621c,O06138,False,
1065,Rv0824c,P9WNZ7,True,
1066,Rv3255c,O05898,False,
1067,Rv1647,P94982,False,
1068,Rv0436c,P9WPG1,True,
1069,Rv0247c,O53669,False,
1070,Rv2965c,P9WPA5,True,3UC5
1071,Rv2965c,P9WPA5,True,1TFU
1072,Rv2965c,P9WPA5,True,3RHS
1073,Rv2965c,P9WPA5,True,4E1A
1074,Rv2965c,P9WPA5,True,3RBA
1075,Rv2965c,P9WPA5,True,3NBA
1076,Rv2965c,P9WPA5,True,3RFF
1077,Rv2965c,P9WPA5,True,4R0N
1078,Rv2965c,P9WPA5,True,3PNB
1079,Rv2965c,P9WPA5,True,3LCJ
1080,Rv2965c,P9WPA5,True,3NBK
1081,Rv3315c,P9WPH3,True,4WIF
1082,Rv3315c,P9WPH3,True,4WIG
1083,Rv3315c,P9WPH3,True,3IJF
1084,Rv3227,P9WPY5,True,2BJB
1085,Rv3227,P9WPY5,True,2O0X
1086,Rv3227,P9WPY5,True,2O0Z
1087,Rv3227,P9WPY5,True,2O0E
1088,Rv3227,P9WPY5,True,2O0D
1089,Rv3227,P9WPY5,True,2O0B
1090,Rv3227,P9WPY5,True,2O15
1091,Rv3339c,P9WKL1,True,4HCX
1092,Rv3588c,P9WPJ9,True,2A5V
1093,Rv3588c,P9WPJ9,True,1YM3
1094,Rv1127c,O06579,False,
1095,Rv2754c,P9WG57,True,2GQ2
1096,Rv2754c,P9WG57,True,3GWC
1097,Rv2754c,P9WG57,True,2AF6
1098,Rv2754c,P9WG57,True,3HZG
1099,Rv3609c,P9WN57,True,
1100,Rv0855,I6Y8Y0,False,
1101,Rv3859c,P96218,True,
1102,Rv0859,O53871,True,4B3J
1103,Rv0859,O53871,True,4B3I
1104,Rv0859,O53871,True,4B3H
1105,Rv0564c,P9WN75,True,
1106,Rv2987c,P9WK95,True,3H5E
1107,Rv2987c,P9WK95,True,3H5J
1108,Rv2987c,P9WK95,True,3H5H
1109,Rv3148,P9WJH5,True,
1110,Rv3045,P9WQC5,True,
1111,Rv1589,P9WPQ7,True,
1112,Rv3149,P9WIV5,True,
1113,Rv0524,P9WMN9,True,
1114,Rv3808c,O53585,True,4FIY
1115,Rv3808c,O53585,True,4FIX
1116,Rv2152c,P9WJL7,True,
1117,Rv2977c,P9WG71,True,
1118,Rv2947c,P96284,True,
1119,Rv1030,P9WPU3,True,
1120,Rv1031,P9WKF1,True,
1121,Rv2746c,P9WPG3,True,
1122,Rv1213,P9WN43,True,
1123,Rv2383c,P9WQ63,True,
1124,Rv1350,P9WGR9,True,
1125,Rv2287,P9WJI3,True,
1126,Rv2786c,I6X5C9,False,
1127,Rv2211c,P9WN51,True,
1128,Rv2531c,I6X4K0,False,
1129,Rv0337c,P9WQ91,True,
1130,Rv0295c,O53699,True,
1131,Rv1451,P9WFR7,True,
1132,Rv3801c,O53580,True,
1133,Rv1512,P71791,False,
1134,Rv1511,P71790,False,
1135,Rv2964,P9WHM3,True,
1136,Rv3470c,O06335,True,
1137,Rv0545c,P9WIA7,True,
1138,Rv1098c,P9WN93,True,4ADM
1139,Rv1098c,P9WN93,True,4ADL
1140,Rv1098c,P9WN93,True,4APB
1141,Rv1098c,P9WN93,True,4APA
1142,Rv1098c,P9WN93,True,3NO9
1143,Rv0788,P9WHL5,True,
1144,Rv0189c,P9WKJ5,True,
1145,Rv0468,P9WNP7,True,
1146,Rv0183,O07427,False,
1147,Rv3302c,P9WN79,True,
1148,Rv2136c,P9WFF9,True,
1149,Rv0772,P9WHM9,True,
1150,Rv0777,I6XWA1,False,
1151,Rv0046c,P9WKI1,True,1GR0
1152,Rv3043c,P9WP71,True,
1153,Rv2455c,O53182,True,
1154,Rv3793,P9WNL5,True,3PTY
1155,Rv3818,P9WH21,True,
1156,Rv0267,P95224,False,
1157,Rv0118c,O53639,False,
1158,Rv0573c,P9WJI7,True,
1159,Rv1562c,P9WQ23,True,
1160,Rv3465,P9WH11,True,2IXC
1161,Rv3465,P9WH11,True,1UPI
1162,Rv3465,P9WH11,True,1PM7
1163,Rv3464,P9WN65,True,
1164,Rv1609,P9WFX3,True,
1165,Rv2496c,P9WIS1,True,
1166,Rv1603,P9WMM5,True,2Y89
1167,Rv1603,P9WMM5,True,2Y88
1168,Rv1603,P9WMM5,True,3ZS4
1169,Rv1603,P9WMM5,True,2Y85
1170,Rv1602,P9WMM1,True,
1171,Rv1601,P9WML9,True,4GQU
1172,Rv1600,P9WML7,True,4R8D
1173,Rv1607,O53910,False,
1174,Rv1606,P9WMM7,True,
1175,Rv1605,P9WMM3,True,
1176,Rv1604,O53907,True,
1177,Rv2394,P71750,False,
1178,Rv2259,O53533,False,
1179,Rv2391,P9WJ03,True,1ZJ9
1180,Rv2391,P9WJ03,True,1ZJ8
1181,Rv2439c,P9WHU9,True,
1182,Rv3757c,O69723,False,
1183,Rv2835c,I6XFF3,False,
1184,Rv1133c,P9WK07,True,
1185,Rv0254c,O53676,False,
1186,Rv3001c,P9WKJ7,True,
1187,Rv2043c,I6XD65,False,
1188,Rv0958,P71552,False,
1189,Rv2202c,P9WID5,True,2PKN
1190,Rv2202c,P9WID5,True,2PKM
1191,Rv2202c,P9WID5,True,2PKK
1192,Rv2202c,P9WID5,True,2PKF
1193,Rv2202c,P9WID5,True,4PVV
1194,Rv2202c,P9WID5,True,4O1G
1195,Rv2504c,P9WPW5,True,
1196,Rv0956,P9WHM5,True,3DCJ
1197,Rv0956,P9WHM5,True,3DA8
1198,Rv0957,P9WHM7,True,3ZZM
1199,Rv0957,P9WHM7,True,4A1O
1200,Rv0951,P9WGC5,True,
1201,Rv0952,P9WGC7,True,
1202,Rv3214,Q6MWZ7,False,
1203,Rv3215,P9WFW9,True,
1204,Rv1079,P9WGB7,True,
1205,Rv2780,P9WQB1,True,2VOJ
1206,Rv2780,P9WQB1,True,2VHX
1207,Rv2780,P9WQB1,True,2VHY
1208,Rv2780,P9WQB1,True,2VHZ
1209,Rv2780,P9WQB1,True,2VHV
1210,Rv2780,P9WQB1,True,2VHW
1211,Rv2780,P9WQB1,True,2VOE
1212,Rv1077,P9WP51,True,
1213,Rv2378c,P9WKF7,True,
1214,Rv2870c,P9WNS1,True,2Y1G
1215,Rv2870c,P9WNS1,True,2Y1C
1216,Rv2870c,P9WNS1,True,2Y1D
1217,Rv2870c,P9WNS1,True,2Y1E
1218,Rv2870c,P9WNS1,True,2Y1F
1219,Rv2870c,P9WNS1,True,2JCV
1220,Rv2870c,P9WNS1,True,2JCY
1221,Rv2870c,P9WNS1,True,2JCX
1222,Rv2870c,P9WNS1,True,3ZHZ
1223,Rv2870c,P9WNS1,True,3ZHY
1224,Rv2870c,P9WNS1,True,3ZHX
1225,Rv2870c,P9WNS1,True,4OOF
1226,Rv2870c,P9WNS1,True,4OOE
1227,Rv2870c,P9WNS1,True,4AIC
1228,Rv2870c,P9WNS1,True,3ZI0
1229,Rv2870c,P9WNS1,True,3RAS
1230,Rv2870c,P9WNS1,True,4A03
1231,Rv2870c,P9WNS1,True,2JD0
1232,Rv2870c,P9WNS1,True,2JD1
1233,Rv2870c,P9WNS1,True,2JD2
1234,Rv2870c,P9WNS1,True,2C82
1235,Rv2870c,P9WNS1,True,4RCV
1236,Rv3469c,O06334,False,
1237,Rv1319c,P9WQ31,True,
1238,Rv1257c,Q11061,False,
1239,Rv2386c,P9WFX1,True,3ST6
1240,Rv2386c,P9WFX1,True,2G5F
1241,Rv2386c,P9WFX1,True,3LOG
1242,Rv2386c,P9WFX1,True,3VEH
1243,Rv2386c,P9WFX1,True,3RV7
1244,Rv2386c,P9WFX1,True,3RV6
1245,Rv2386c,P9WFX1,True,3RV9
1246,Rv2386c,P9WFX1,True,3RV8
1247,Rv2386c,P9WFX1,True,2I6Y
1248,Rv2607,P9WIJ1,True,2A2J
1249,Rv1094,P9WNZ5,True,1ZA0
1250,Rv1093,P9WGI9,True,3H7F
1251,Rv2601,P9WGE5,True,
1252,Rv2883c,P9WHK5,True,3NWY
1253,Rv2158c,P9WJL3,True,2WTZ
1254,Rv2158c,P9WJL3,True,2XJA
1255,Rv0542c,P9WQ39,True,
1256,Rv0780,P9WHN1,True,
1257,Rv0522,L7N6B9,False,
1258,Rv0317c,O07244,False,
1259,Rv1553,P9WN89,True,
1260,Rv1552,P9WN91,True,
1261,Rv1551,P9WI59,True,
1262,Rv3398c,P9WKH1,True,
1263,Rv2236c,P9WP93,True,
1264,Rv0417,P9WG73,True,
1265,Rv2447c,I6Y0R5,False,
1266,Rv0820,P9WQL1,True,
1267,Rv1559,P9WG95,True,
1268,Rv3372,P9WFZ5,True,
1269,Rv0558,P9WFR3,True,
1270,Rv2671,P71968,False,
1271,Rv2674,I6YA00,False,
1272,Rv1412,P9WK35,True,
1273,Rv0553,P9WJP3,True,
1274,Rv1416,P9WHE9,True,2C97
1275,Rv1416,P9WHE9,True,2C94
1276,Rv1416,P9WHE9,True,2C92
1277,Rv1416,P9WHE9,True,1W29
1278,Rv1416,P9WHE9,True,1W19
1279,Rv1416,P9WHE9,True,2C9D
1280,Rv1416,P9WHE9,True,2C9B
1281,Rv1416,P9WHE9,True,2VI5
1282,Rv0555,P9WK11,True,
1283,Rv1415,P9WHF1,True,
