,m_gene,u_uniprot_acc,u_reviewed,u_pdb
799,b4244,P0A7F3,True,2AT1
800,b4244,P0A7F3,True,1TU0
801,b4244,P0A7F3,True,2IPO
802,b4244,P0A7F3,True,2FZK
803,b4244,P0A7F3,True,2ATC
804,b4244,P0A7F3,True,2H3E
805,b4244,P0A7F3,True,2QG9
806,b4244,P0A7F3,True,3D7S
807,b4244,P0A7F3,True,2FZC
808,b4244,P0A7F3,True,8ATC
809,b4244,P0A7F3,True,1RAB
810,b4244,P0A7F3,True,1RAC
811,b4244,P0A7F3,True,6AT1
812,b4244,P0A7F3,True,1RAA
813,b4244,P0A7F3,True,1RAF
814,b4244,P0A7F3,True,1RAG
815,b4244,P0A7F3,True,1RAD
816,b4244,P0A7F3,True,1RAE
817,b4244,P0A7F3,True,1RAH
818,b4244,P0A7F3,True,1RAI
819,b4244,P0A7F3,True,1Q95
820,b4244,P0A7F3,True,8AT1
821,b4244,P0A7F3,True,4WTO
822,b4244,P0A7F3,True,1ACM
823,b4244,P0A7F3,True,9ATC
824,b4244,P0A7F3,True,2HSE
825,b4244,P0A7F3,True,2A0F
826,b4244,P0A7F3,True,1R0C
827,b4244,P0A7F3,True,1R0B
828,b4244,P0A7F3,True,3AT1
829,b4244,P0A7F3,True,1D09
830,b4244,P0A7F3,True,4E2F
831,b4244,P0A7F3,True,1TUG
832,b4244,P0A7F3,True,2FZG
833,b4244,P0A7F3,True,1SKU
834,b4244,P0A7F3,True,2AIR
835,b4244,P0A7F3,True,1ZA2
836,b4244,P0A7F3,True,1I5O
837,b4244,P0A7F3,True,1ZA1
838,b4244,P0A7F3,True,4AT1
839,b4244,P0A7F3,True,1NBE
840,b4240,P36672,True,
841,b4242,P0ABB8,True,3GWI
842,b0583,P19925,True,
843,b0586,P11454,True,3TEJ
844,b0586,P11454,True,4ZXJ
845,b0586,P11454,True,2ROQ
846,b0584,P05825,True,1FEP
847,b0585,P13039,True,
848,b0588,P23878,True,
849,b0589,P23877,True,
850,b0612,P0AE74,True,
851,b0613,P77231,True,
852,b0616,P0A9I1,True,
853,b0617,P69330,True,
854,b0614,P0A6G5,True,
855,b0615,P75726,True,
856,b0446,P46891,True,
857,b1656,P0AGD3,True,2BKB
858,b1656,P0AGD3,True,1ISC
859,b1656,P0AGD3,True,1ISB
860,b1656,P0AGD3,True,1ISA
861,b1656,P0AGD3,True,2NYB
862,b1656,P0AGD3,True,1ZA5
863,b4069,P27550,True,
864,b1521,P0A6L7,True,
865,b1525,P76149,True,
866,b1524,P0A6W0,True,
867,b0032,P0A6F1,True,1T36
868,b0032,P0A6F1,True,1C3O
869,b0032,P0A6F1,True,1CE8
870,b0032,P0A6F1,True,1KEE
871,b0032,P0A6F1,True,1JDB
872,b0032,P0A6F1,True,1CS0
873,b0032,P0A6F1,True,1A9X
874,b0032,P0A6F1,True,1M6V
875,b0032,P0A6F1,True,1BXR
876,b0032,P0A6F1,True,1C30
877,b0033,P00968,True,1T36
878,b0033,P00968,True,1C3O
879,b0033,P00968,True,1CE8
880,b0033,P00968,True,1KEE
881,b0033,P00968,True,1JDB
882,b0033,P00968,True,1CS0
883,b0033,P00968,True,1A9X
884,b0033,P00968,True,1M6V
885,b0033,P00968,True,1BXR
886,b0033,P00968,True,1C30
887,b0030,P22564,True,
888,b0031,P04036,True,1DIH
889,b0031,P04036,True,1ARZ
890,b0031,P04036,True,1DRU
891,b0031,P04036,True,1DRW
892,b0031,P04036,True,1DRV
893,b0036,P31551,True,
894,b0037,P31552,True,
895,b4067,P32705,True,
896,b0928,P00509,True,1TOJ
897,b0928,P00509,True,1TOK
898,b0928,P00509,True,1TOI
899,b0928,P00509,True,1X29
900,b0928,P00509,True,1X28
901,b0928,P00509,True,1TOG
902,b0928,P00509,True,1TOE
903,b0928,P00509,True,2QBT
904,b0928,P00509,True,2Q7W
905,b0928,P00509,True,4A00
906,b0928,P00509,True,1G4X
907,b0928,P00509,True,1G4V
908,b0928,P00509,True,1CQ7
909,b0928,P00509,True,1CQ6
910,b0928,P00509,True,2D7Z
911,b0928,P00509,True,2D7Y
912,b0928,P00509,True,1CQ8
913,b0928,P00509,True,1IX6
914,b0928,P00509,True,1IX7
915,b0928,P00509,True,2QB3
916,b0928,P00509,True,2QB2
917,b0928,P00509,True,1X2A
918,b0928,P00509,True,1IX8
919,b0928,P00509,True,3AAT
920,b0928,P00509,True,1ASN
921,b0928,P00509,True,1ASM
922,b0928,P00509,True,1ASL
923,b0928,P00509,True,1ASC
924,b0928,P00509,True,1ASB
925,b0928,P00509,True,1ASA
926,b0928,P00509,True,1ASG
927,b0928,P00509,True,1ASF
928,b0928,P00509,True,1ASE
929,b0928,P00509,True,1ASD
930,b0928,P00509,True,1G7W
931,b0928,P00509,True,3ZZK
932,b0928,P00509,True,3ZZJ
933,b0928,P00509,True,1G7X
934,b0928,P00509,True,2D5Y
935,b0928,P00509,True,2AAT
936,b0928,P00509,True,1ARH
937,b0928,P00509,True,1ARI
938,b0928,P00509,True,1AMQ
939,b0928,P00509,True,1AMS
940,b0928,P00509,True,1AMR
941,b0928,P00509,True,1ARG
942,b0928,P00509,True,1CZC
943,b0928,P00509,True,1ARS
944,b0928,P00509,True,1ART
945,b0928,P00509,True,1CZE
946,b0928,P00509,True,3QPG
947,b0928,P00509,True,1C9C
948,b0928,P00509,True,1AHX
949,b0928,P00509,True,1AHY
950,b0928,P00509,True,5EAA
951,b0928,P00509,True,3QN6
952,b0928,P00509,True,4F5G
953,b0928,P00509,True,4F5F
954,b0928,P00509,True,4F5M
955,b0928,P00509,True,1AHG
956,b0928,P00509,True,1AHE
957,b0928,P00509,True,4F5I
958,b0928,P00509,True,4F5H
959,b0928,P00509,True,4F5K
960,b0928,P00509,True,4F5J
961,b0928,P00509,True,2QA3
962,b0928,P00509,True,1AHF
963,b0928,P00509,True,4F5L
964,b0928,P00509,True,1QIS
965,b0928,P00509,True,1QIR
966,b0928,P00509,True,1QIT
967,b0928,P00509,True,4DBC
968,b0928,P00509,True,1BQA
969,b0928,P00509,True,1BQD
970,b0928,P00509,True,1SPA
971,b0928,P00509,True,1B4X
972,b0928,P00509,True,1YOO
973,b0928,P00509,True,1AAM
974,b0928,P00509,True,2D64
975,b0928,P00509,True,2D65
976,b0928,P00509,True,2D66
977,b0928,P00509,True,2D61
978,b0928,P00509,True,1AAW
979,b0928,P00509,True,2D63
980,b0928,P00509,True,1AIA
981,b0928,P00509,True,1AIC
982,b0928,P00509,True,1AIB
983,b0929,P02931,True,1BT9
984,b0929,P02931,True,4JFB
985,b0929,P02931,True,3FYX
986,b0929,P02931,True,3K1B
987,b0929,P02931,True,3O0E
988,b0929,P02931,True,1GFN
989,b0929,P02931,True,1GFO
990,b0929,P02931,True,4D5U
991,b0929,P02931,True,1GFM
992,b0929,P02931,True,3HWB
993,b0929,P02931,True,2ZLD
994,b0929,P02931,True,1GFP
995,b0929,P02931,True,1GFQ
996,b0929,P02931,True,1HXX
997,b0929,P02931,True,1HXU
998,b0929,P02931,True,1HXT
999,b0929,P02931,True,1OPF
1000,b0929,P02931,True,2OMF
1001,b0929,P02931,True,3HW9
1002,b0929,P02931,True,1MPF
1003,b0929,P02931,True,2ZFG
1004,b0929,P02931,True,3POX
1005,b0929,P02931,True,4GCS
1006,b0929,P02931,True,4GCP
1007,b0929,P02931,True,4GCQ
1008,b0929,P02931,True,4LSI
1009,b0929,P02931,True,4LSH
1010,b0929,P02931,True,3K19
1011,b0929,P02931,True,3POQ
1012,b0929,P02931,True,4LSF
1013,b0929,P02931,True,3POU
1014,b0929,P02931,True,4LSE
1015,b0323,P77624,True,
1016,b4467,P52074,True,
1017,b4460,P0AE26,True,
1018,b4468,P52073,True,
1019,b2234,P00452,True,1R1R
1020,b2234,P00452,True,4R1R
1021,b2234,P00452,True,1QFN
1022,b2234,P00452,True,2XAK
1023,b2234,P00452,True,2XAW
1024,b2234,P00452,True,2XAV
1025,b2234,P00452,True,2XAP
1026,b2234,P00452,True,2XAY
1027,b2234,P00452,True,2XAX
1028,b2234,P00452,True,2XO5
1029,b2234,P00452,True,2XAZ
1030,b2234,P00452,True,3R1R
1031,b2234,P00452,True,7R1R
1032,b2234,P00452,True,6R1R
1033,b2234,P00452,True,1RLR
1034,b2234,P00452,True,4ERM
1035,b2234,P00452,True,3UUS
1036,b2234,P00452,True,2X0X
1037,b2234,P00452,True,5R1R
1038,b2234,P00452,True,2XO4
1039,b2234,P00452,True,4ERP
1040,b2234,P00452,True,2R1R
1041,b3568,P0AGI4,True,
1042,b3565,P00944,True,
1043,b3564,P09099,True,2NLX
1044,b3564,P09099,True,2ITM
1045,b3567,P37388,True,
1046,b3566,P37387,True,3M9X
1047,b3566,P37387,True,3MA0
1048,b3566,P37387,True,3M9W
1049,b3560,P00960,True,
1050,b3161,P0AAD2,True,
1051,b2366,P00926,True,3SS9
1052,b2366,P00926,True,3SS7
1053,b3415,P39835,True,
1054,b3946,P32669,True,
1055,b3417,P00490,True,2AW3
1056,b3417,P00490,True,1L5W
1057,b3417,P00490,True,1E4O
1058,b3417,P00490,True,1L5V
1059,b3417,P00490,True,2AV6
1060,b3417,P00490,True,1L6I
1061,b3417,P00490,True,1AHP
1062,b3417,P00490,True,2ASV
1063,b3417,P00490,True,1QM5
1064,b3417,P00490,True,2ECP
1065,b3417,P00490,True,2AZD
1066,b3416,P15977,True,4S3R
1067,b3416,P15977,True,4S3P
1068,b3416,P15977,True,4S3Q
1069,b2148,P23200,True,
1070,b2149,P0AAG8,True,
1071,b3941,P0AEZ1,True,1B5T
1072,b3941,P0AEZ1,True,1ZPT
1073,b3941,P0AEZ1,True,1ZRQ
1074,b3941,P0AEZ1,True,1ZP4
1075,b3941,P0AEZ1,True,1ZP3
1076,b3941,P0AEZ1,True,3FST
1077,b3941,P0AEZ1,True,3FSU
1078,b3941,P0AEZ1,True,2FMO
1079,b3941,P0AEZ1,True,2FMN
1080,b3412,P13001,True,1M33
1081,b2416,P08839,True,2EZB
1082,b2416,P08839,True,2HWG
1083,b2416,P08839,True,2N5T
1084,b2416,P08839,True,1EZD
1085,b2416,P08839,True,2EZA
1086,b2416,P08839,True,3EZE
1087,b2416,P08839,True,3EZB
1088,b2416,P08839,True,1EZA
1089,b2416,P08839,True,1EZB
1090,b2416,P08839,True,1ZYM
1091,b2416,P08839,True,2KX9
1092,b2416,P08839,True,2XDF
1093,b2416,P08839,True,1EZC
1094,b2416,P08839,True,2EZC
1095,b2416,P08839,True,2MP0
1096,b2416,P08839,True,3EZA
1097,b2416,P08839,True,2L5H
1098,b2417,P69783,True,1O2F
1099,b2417,P69783,True,1F3G
1100,b2417,P69783,True,2F3G
1101,b2417,P69783,True,1GGR
1102,b2417,P69783,True,1GLD
1103,b2417,P69783,True,1GLE
1104,b2417,P69783,True,4JBW
1105,b2417,P69783,True,1GLA
1106,b2417,P69783,True,1GLB
1107,b2417,P69783,True,1GLC
1108,b2417,P69783,True,1F3Z
1109,b2417,P69783,True,2MP0
1110,b2146,P76440,True,
1111,b2147,P25889,True,
1112,b2411,P15042,True,4GLX
1113,b2411,P15042,True,2OWO
1114,b3785,P0AG00,True,
1115,b3784,P0AC78,True,
1116,b3787,P27829,True,
1117,b3786,P27828,True,1VGV
1118,b3786,P27828,True,1F6D
1119,b3781,P0AA25,True,2EIQ
1120,b3781,P0AA25,True,2EIR
1121,b3781,P0AA25,True,4HU7
1122,b3781,P0AA25,True,2H71
1123,b3781,P0AA25,True,2FCH
1124,b3781,P0AA25,True,1TKD
1125,b3781,P0AA25,True,2EIO
1126,b3781,P0AA25,True,1ZCP
1127,b3781,P0AA25,True,1ZZY
1128,b3781,P0AA25,True,1KEB
1129,b3781,P0AA25,True,4HU9
1130,b3781,P0AA25,True,1SRX
1131,b3781,P0AA25,True,2FD3
1132,b3781,P0AA25,True,1T7P
1133,b3781,P0AA25,True,2BTO
1134,b3781,P0AA25,True,2AJQ
1135,b3781,P0AA25,True,1TXX
1136,b3781,P0AA25,True,3DYR
1137,b3781,P0AA25,True,1X9M
1138,b3781,P0AA25,True,2H75
1139,b3781,P0AA25,True,1T8E
1140,b3781,P0AA25,True,1OAZ
1141,b3781,P0AA25,True,2O8V
1142,b3781,P0AA25,True,1XOB
1143,b3781,P0AA25,True,1XOA
1144,b3781,P0AA25,True,1SL0
1145,b3781,P0AA25,True,1SL1
1146,b3781,P0AA25,True,1F6M
1147,b3781,P0AA25,True,1ZYQ
1148,b3781,P0AA25,True,1M7T
1149,b3781,P0AA25,True,2H6X
1150,b3781,P0AA25,True,2H6Y
1151,b3781,P0AA25,True,2H6Z
1152,b3781,P0AA25,True,1X9W
1153,b3781,P0AA25,True,1THO
1154,b3781,P0AA25,True,1X9S
1155,b3781,P0AA25,True,2TRX
1156,b3781,P0AA25,True,4X43
1157,b3781,P0AA25,True,2TIR
1158,b3781,P0AA25,True,1TK8
1159,b3781,P0AA25,True,1TK5
1160,b3781,P0AA25,True,1SL2
1161,b3781,P0AA25,True,1TK0
1162,b3781,P0AA25,True,2H73
1163,b3781,P0AA25,True,2H72
1164,b3781,P0AA25,True,1SKW
1165,b3781,P0AA25,True,2H70
1166,b3781,P0AA25,True,2H76
1167,b3781,P0AA25,True,1SKS
1168,b3781,P0AA25,True,2H74
1169,b3781,P0AA25,True,4HUA
1170,b3781,P0AA25,True,1SKR
1171,b2964,P0AFF4,True,
1172,b2965,P21169,True,
1173,b3789,P61887,True,1MC3
1174,b3788,P27830,True,1BXK
1175,b2092,P69831,True,
1176,b2093,P37188,True,
1177,b2091,P0A9S3,True,4A2C
1178,b2091,P0A9S3,True,4UEO
1179,b2091,P0A9S3,True,4UEJ
1180,b2091,P0A9S3,True,4UEK
1181,b2096,P0C8J6,True,
1182,b2097,P0A991,True,
1183,b2094,P69828,True,
1184,b2095,P0C8J8,True,
1185,b2563,P24224,True,
1186,b2564,P0A794,True,1IXN
1187,b2564,P0A794,True,1IXO
1188,b2564,P0A794,True,1HO4
1189,b2564,P0A794,True,1HO1
1190,b2564,P0A794,True,1IXP
1191,b2564,P0A794,True,1IXQ
1192,b2564,P0A794,True,1M5W
1193,b1069,P0AF16,True,
1194,b1064,P0AC59,True,1G7O
1195,b1064,P0AC59,True,4KSM
1196,b1064,P0AC59,True,4KX4
1197,b1062,P05020,True,2Z26
1198,b1062,P05020,True,2Z2B
1199,b1062,P05020,True,2EG8
1200,b1062,P05020,True,2Z2A
1201,b1062,P05020,True,2EG6
1202,b1062,P05020,True,1J79
1203,b1062,P05020,True,2E25
1204,b1062,P05020,True,2Z27
1205,b1062,P05020,True,2Z24
1206,b1062,P05020,True,1XGE
1207,b1062,P05020,True,2EG7
1208,b1062,P05020,True,2Z25
1209,b1062,P05020,True,2Z28
1210,b1062,P05020,True,2Z29
1211,b1992,P36561,True,
1212,b1993,P0AE76,True,
1213,b1991,P36562,True,
1214,b1488,P77790,True,
1215,b2890,P0A8N3,True,1BBW
1216,b2890,P0A8N3,True,1KRS
1217,b2890,P0A8N3,True,1BBU
1218,b2890,P0A8N3,True,1KRT
1219,b2895,P0ABY4,True,
1220,b2788,Q46915,True,4GYP
1221,b2788,Q46915,True,4IL0
1222,b2789,Q46916,True,
1223,b2787,P0AES2,True,3PWG
1224,b2787,P0AES2,True,1JCT
1225,b2787,P0AES2,True,3PWI
1226,b2787,P0AES2,True,4GYP
1227,b2787,P0AES2,True,1JDF
1228,b2787,P0AES2,True,1EC7
1229,b2787,P0AES2,True,1ECQ
1230,b2787,P0AES2,True,1EC9
1231,b2787,P0AES2,True,1EC8
1232,b2784,P0AG20,True,
1233,b2780,P0A7E5,True,1S1M
1234,b2780,P0A7E5,True,2AD5
1235,b2781,P0AEY3,True,3CRA
1236,b2781,P0AEY3,True,3CRC
1237,b4322,P24215,True,4EAC
1238,b4322,P24215,True,4EAY
1239,b4323,P39160,True,
1240,b1208,P62615,True,2WW4
1241,b4321,P0AC94,True,
1242,b1492,P63235,True,4DJK
1243,b1492,P63235,True,4DJI
1244,b1200,P76015,True,1OI3
1245,b1200,P76015,True,1OI2
1246,b1200,P76015,True,3PNM
1247,b1200,P76015,True,3PNQ
1248,b1200,P76015,True,1UOD
1249,b1200,P76015,True,3PNK
1250,b1200,P76015,True,3PNO
1251,b1200,P76015,True,1UOE
1252,b1200,P76015,True,3PNL
1253,b1200,P76015,True,4LRX
1254,b1200,P76015,True,4LRY
1255,b1206,P0AFR2,True,3NY7
1256,b1207,P0A717,True,
1257,b1198,P37349,True,
1258,b1199,P76014,True,2BTD
1259,b1199,P76014,True,4LRZ
1260,b1199,P76014,True,3PNL
1261,b1192,P76008,True,
1262,b1193,P0C960,True,4HJV
1263,b1193,P0C960,True,2Y8P
1264,b1193,P0C960,True,4HJZ
1265,b1193,P0C960,True,3T36
1266,b1193,P0C960,True,4HJY
1267,b1190,P29012,True,
1268,b1197,P13482,True,2WYN
1269,b1197,P13482,True,2JJB
1270,b1197,P13482,True,2JG0
1271,b1197,P13482,True,2JF4
1272,b0420,P77488,True,2O1S
1273,b0822,P75792,True,2HF2
1274,b0822,P75792,True,1RLM
1275,b0822,P75792,True,1RLT
1276,b0822,P75792,True,1RLO
1277,b0825,P78055,True,4RZ4
1278,b0825,P78055,True,1L6W
1279,b0825,P78055,True,4RXF
1280,b0825,P78055,True,4RXG
1281,b0825,P78055,True,4S1F
1282,b0423,P77718,True,
1283,b0827,P12281,True,2NQN
1284,b0827,P12281,True,2NQM
1285,b0827,P12281,True,2NQK
1286,b0827,P12281,True,1FC5
1287,b0827,P12281,True,2NRP
1288,b0827,P12281,True,2NQU
1289,b0827,P12281,True,2NRS
1290,b0827,P12281,True,1G8L
1291,b0827,P12281,True,2NQV
1292,b0827,P12281,True,1G8R
1293,b0827,P12281,True,2NQS
1294,b0827,P12281,True,2NQR
1295,b0827,P12281,True,2NQQ
1296,b0827,P12281,True,2NRO
1297,b0826,P12282,True,1JW9
1298,b0826,P12282,True,1JWB
1299,b0826,P12282,True,1JWA
1300,b0829,P75796,True,
1301,b0828,P37595,True,2ZAK
1302,b0828,P37595,True,2ZAL
1303,b0828,P37595,True,1JN9
1304,b0828,P37595,True,3C17
1305,b0828,P37595,True,1K2X
1306,b0828,P37595,True,1T3M
1307,b1849,P33221,True,1KJJ
1308,b1849,P33221,True,1KJI
1309,b1849,P33221,True,1EYZ
1310,b1849,P33221,True,1KJQ
1311,b1849,P33221,True,1KJ8
1312,b1849,P33221,True,1KJ9
1313,b1849,P33221,True,1EZ1
1314,b1661,P0A9H7,True,
1315,b1662,P0AFU8,True,1HZE
1316,b1662,P0AFU8,True,1I18
1317,b1662,P0AFU8,True,1I8D
1318,b1662,P0AFU8,True,1PKV
1319,b1440,P76108,True,
1320,b1441,P77795,True,
1321,b1442,P77156,True,
1322,b1443,P0AFR9,True,
1323,b1444,P77674,True,1WNB
1324,b1444,P77674,True,1WND
1325,b0133,P31663,True,1IHO
1326,b0133,P31663,True,3GUZ
1327,b0131,P0A790,True,1PYU
1328,b0131,P0A790,True,4AON
1329,b0131,P0A790,True,1PT1
1330,b0131,P0A790,True,1PQH
1331,b0131,P0A790,True,1PYQ
1332,b0131,P0A790,True,4AOK
1333,b0131,P0A790,True,1PQE
1334,b0131,P0A790,True,1PQF
1335,b0131,P0A790,True,4AZD
1336,b0131,P0A790,True,3TM7
1337,b0131,P0A790,True,4CRY
1338,b0131,P0A790,True,4CRZ
1339,b0131,P0A790,True,1PT0
1340,b0131,P0A790,True,1PPY
1341,b0131,P0A790,True,4CS0
1342,b0131,P0A790,True,1AW8
1343,b0134,P31057,True,1M3U
1344,b1684,P77667,True,2D2A
1345,b1682,P77499,True,5AWG
1346,b1682,P77499,True,2D3W
1347,b1682,P77499,True,5AWF
1348,b1682,P77499,True,2ZU0
1349,b1683,P77522,True,5AWG
1350,b1683,P77522,True,5AWF
1351,b1680,P77444,True,1KMK
1352,b1680,P77444,True,1I29
1353,b1680,P77444,True,1C0N
1354,b1680,P77444,True,1JF9
1355,b1680,P77444,True,1KMJ
1356,b1681,P77689,True,1VH4
1357,b1681,P77689,True,5AWG
1358,b1681,P77689,True,5AWF
1359,b1681,P77689,True,2ZU0
1360,b4254,P04391,True,1DUV
1361,b4254,P04391,True,2OTC
1362,b4254,P04391,True,1AKM
1363,b0628,P60716,True,
1364,b0622,P37001,True,3GP6
1365,b0622,P37001,True,1THQ
1366,b0622,P37001,True,1MM5
1367,b0622,P37001,True,1MM4
1368,b0621,P0ABP3,True,
1369,b0007,P30143,True,
1370,b0004,P00934,True,1VB3
1371,b0003,P00547,True,
1372,b0002,P00561,True,
1373,b0009,P0AF03,True,1DI6
1374,b0009,P0AF03,True,1DI7
1375,b0008,P0A870,True,1I2P
1376,b0008,P0A870,True,1I2Q
1377,b0008,P0A870,True,1I2R
1378,b0008,P0A870,True,4RZ5
1379,b0008,P0A870,True,3KOF
1380,b0008,P0A870,True,4RZ6
1381,b0008,P0A870,True,1ONR
1382,b0008,P0A870,True,1UCW
1383,b0008,P0A870,True,1I2N
1384,b0008,P0A870,True,1I2O
1385,b4079,P07658,True,1FDO
1386,b4079,P07658,True,2IV2
1387,b4079,P07658,True,1FDI
1388,b4079,P07658,True,1AA6
1389,b1539,P39831,True,
1390,b4072,P0AAK7,True,
1391,b4073,P32709,True,
1392,b4070,P0ABK9,True,2RDZ
1393,b4070,P0ABK9,True,1GU6
1394,b4070,P0ABK9,True,2RF7
1395,b4070,P0ABK9,True,3TOR
1396,b4070,P0ABK9,True,3L1T
1397,b4070,P0ABK9,True,4WJY
1398,b4071,P0ABL1,True,2P0B
1399,b4071,P0ABL1,True,2OZY
1400,b4077,P21345,True,
1401,b1533,P31125,True,
1402,b0480,P07024,True,2USH
1403,b0480,P07024,True,1OI8
1404,b0480,P07024,True,1HP1
1405,b0480,P07024,True,4WWL
1406,b0480,P07024,True,1HO5
1407,b0480,P07024,True,1USH
1408,b0480,P07024,True,1HPU
1409,b0480,P07024,True,1OIE
1410,b0480,P07024,True,1OID
1411,b0954,P0A6Q3,True,4KEH
1412,b0954,P0A6Q3,True,1MKB
1413,b0954,P0A6Q3,True,1MKA
1414,b0485,P77454,True,1U60
1415,b0484,Q59385,True,
1416,b0312,P17445,True,
1417,b0311,P17444,True,
1418,b0314,P0ABC9,True,
1419,b4476,P0AC96,True,
1420,b4477,Q6BF16,True,4QCC
1421,b4477,Q6BF16,True,2V81
1422,b4477,Q6BF16,True,2V82
1423,b4474,P45541,True,
1424,b4471,P42630,True,
1425,b4478,Q6BF17,True,
1426,b3517,P69908,True,1XEY
1427,b0451,P69681,True,2NOP
1428,b0451,P69681,True,1U7C
1429,b0451,P69681,True,2NS1
1430,b0451,P69681,True,2NPJ
1431,b0451,P69681,True,2NUU
1432,b0451,P69681,True,2NPK
1433,b0451,P69681,True,2NPD
1434,b0451,P69681,True,2NPE
1435,b0451,P69681,True,2NPG
1436,b0451,P69681,True,1U7G
1437,b0451,P69681,True,2NPC
1438,b0451,P69681,True,3C1I
1439,b0451,P69681,True,1XQE
1440,b0451,P69681,True,1XQF
1441,b0451,P69681,True,3C1J
1442,b0451,P69681,True,2NOW
1443,b0451,P69681,True,2NMR
1444,b0451,P69681,True,1U77
1445,b0451,P69681,True,3C1G
1446,b0451,P69681,True,3C1H
1447,b0452,P0AGG2,True,1C8U
1448,b3578,P37675,True,
1449,b3579,P37676,True,
1450,b3577,P37674,True,
1451,b3575,P37672,True,1S20
1452,b3575,P37672,True,1NXU
1453,b3572,P09053,True,
1454,b3571,P25718,True,
1455,b3172,P0A6E4,True,1K97
1456,b3172,P0A6E4,True,1K92
1457,b3172,P0A6E4,True,1KP2
1458,b3172,P0A6E4,True,1KP3
1459,b3176,P31120,True,
1460,b3177,P0AC13,True,1AJ0
1461,b3177,P0AC13,True,1AJ2
1462,b3177,P0AC13,True,1AJZ
1463,b2311,P0AG03,True,
1464,b2310,P09551,True,
1465,b2312,P0AG16,True,1ECG
1466,b2312,P0AG16,True,1ECF
1467,b2312,P0AG16,True,1ECC
1468,b2312,P0AG16,True,1ECB
1469,b2312,P0AG16,True,1ECJ
1470,b2315,P08192,True,1W78
1471,b2315,P08192,True,1W7K
1472,b2316,P0A9Q5,True,2F9Y
1473,b3779,P25552,True,
1474,b3770,P0AB80,True,1IYE
1475,b3770,P0AB80,True,1IYD
1476,b3770,P0AB80,True,1A3G
1477,b3770,P0AB80,True,1I1K
1478,b3770,P0AB80,True,1I1M
1479,b3770,P0AB80,True,1I1L
1480,b3771,P05791,True,
1481,b3772,P04968,True,1TDJ
1482,b3774,P05793,True,1YRL
1483,b3774,P05793,True,3ULK
1484,b3951,P32674,True,
1485,b2429,P77272,True,
1486,b2428,P76535,True,
1487,b3403,P22259,True,1OS1
1488,b3403,P22259,True,2OLQ
1489,b3403,P22259,True,1AQ2
1490,b3403,P22259,True,1AYL
1491,b3403,P22259,True,1K3D
1492,b3403,P22259,True,2PY7
1493,b3403,P22259,True,2OLR
1494,b3403,P22259,True,1K3C
1495,b3403,P22259,True,1OEN
1496,b3403,P22259,True,2PXZ
1497,b3956,P00864,True,1QB4
1498,b3956,P00864,True,1JQN
1499,b3956,P00864,True,1FIY
1500,b3957,P23908,True,
1501,b3958,P11446,True,
1502,b2130,P33361,True,
1503,b2133,P06149,True,1F0X
1504,b2132,P33363,True,
1505,b2134,P0AFI5,True,
1506,b2425,P16700,True,
1507,b3409,P33650,True,3I8X
1508,b3409,P33650,True,4R98
1509,b3409,P33650,True,3HYR
1510,b3409,P33650,True,3I92
1511,b3409,P33650,True,3HYT
1512,b3409,P33650,True,3I8S
1513,b3409,P33650,True,4Q00
1514,b3409,P33650,True,4Q5I
1515,b3794,P27836,True,
1516,b3792,P0AAA7,True,
1517,b3793,P27835,True,
1518,b3790,P27832,True,
1519,b3791,P27833,True,4PIW
1520,b3791,P27833,True,4ZAH
1521,b2957,P00805,True,1JAZ
1522,b2957,P00805,True,3ECA
1523,b2957,P00805,True,1JJA
1524,b2957,P00805,True,1HO3
1525,b2957,P00805,True,1IHD
1526,b2957,P00805,True,1NNS
1527,b2957,P00805,True,4ECA
1528,b2954,P52061,True,2PYU
1529,b2954,P52061,True,1K7K
1530,b2954,P52061,True,2Q16
1531,b2558,P0AGC5,True,
1532,b2557,P15254,True,
1533,b2224,P76461,True,4WYS
1534,b2221,P76458,True,1K6D
1535,b2552,P24232,True,1GVH
1536,b2551,P0A825,True,1DFO
1537,b2551,P0A825,True,3G8M
1538,b2551,P0A825,True,1EQB
1539,b2222,P76459,True,
1540,b2045,P71242,True,
1541,b1059,P40874,True,2UZZ
1542,b2041,P37759,True,
1543,b2040,P37760,True,
1544,b2049,P24174,True,
1545,b2048,P24175,True,
1546,b1054,P0ACV0,True,
1547,b1702,P23538,True,
1548,b4311,P69856,True,2WJR
1549,b4311,P69856,True,2WJQ
1550,b1709,P06611,True,4R9U
1551,b1709,P06611,True,2QI9
1552,b1709,P06611,True,4FI3
1553,b1709,P06611,True,1L7V
1554,b1709,P06611,True,4DBL
1555,b0832,P75799,True,
1556,b0830,P75797,True,1UQW
1557,b0831,P75798,True,
1558,b0837,P75804,True,2G8S
1559,b0839,P08506,True,3IT9
1560,b0839,P08506,True,3ITB
1561,b0839,P08506,True,3ITA
1562,b1302,P50457,True,
1563,b1301,P37906,True,
1564,b1300,P23883,True,
1565,b2800,P0AB87,True,1DZY
1566,b2800,P0AB87,True,1DZX
1567,b2800,P0AB87,True,1DZZ
1568,b2800,P0AB87,True,1E4B
1569,b2800,P0AB87,True,1E4C
1570,b2800,P0AB87,True,1E4A
1571,b2800,P0AB87,True,2FUA
1572,b2800,P0AB87,True,1DZU
1573,b2800,P0AB87,True,1DZW
1574,b2800,P0AB87,True,1DZV
1575,b2800,P0AB87,True,1E46
